Trade Name,Packaging/Brand Style,UPC,Carton Name,UPC (Carton or Roll),Manufacturer
Garcia y Vega Miniatures Cigars,5 ct Box,8225,,,Swedish Match North America LLC
Garcia y Vega Natural Brown Cigarillos,2 ct Foil,55274,,,Swedish Match North America LLC
Garcia y Vega Natural Green Cigarillos,2 ct Foil,55281,,,Swedish Match North America LLC
Garcia y Vega Natural Sweets Cigarillos,2 ct Foil,55267,,,Swedish Match North America LLC
Garcia y Vega Panatela Deluxe Cigars,5 ct Box,8119,,,Swedish Match North America LLC
Garcia y Vega Presidente Cigars,,,40 pk Wood Box,908204,Swedish Match North America LLC
Garcia y Vega Presidente Cigars,4 ct Box,8409,,,Swedish Match North America LLC
Garcia y Vega Whiffs Natural Cigars,5 ct Box,8348,,,Swedish Match North America LLC
Garibaldi Cigars,5 ct Box,8059145305923,10 pk Carton,,All American Tobacco LLC for Avanti Cigar Company
General Snus Original (0.85 oz) Portioned Snus,24 ct Can,600004,5 pk Roll,600240,Swedish Match North America LLC
General Snus White (0.85 oz) Portioned Snus,24 ct Can,610003,5 pk Roll,610249,Swedish Match North America LLC
GG Dark Grabba Slow Burning Leaf Wrappers,1 ct Foil,752830998643,,,BRESTO CORPORATION
GG Gold Fronto Grabba Whole Leaf Wrappers,1 ct Foil,644216146864,,,BRESTO CORPORATION
GG Gold Grabba Whole Leaf Wrappers,1 ct Foil,644216106912,,,BRESTO CORPORATION
GG Original Cigarillos,5 ct Foil,644216148561,,,BRESTO CORPORATION
GG Smooth Cigarillos,5 ct Foil,644216144365,,,BRESTO CORPORATION
Gilberto Oliva Blanc 5 3/4 x 43 Cigars,,SKU: TOGB020,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Blanc 5 3/4 x 43 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Blanc 5 x 50 Cigars,,SKU: TOGB010,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Blanc 5 x 50 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Blanc 5 x 50 Cigars,5 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Blanc 6 x 50 Cigars,,SKU: TOGB030,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Blanc 6 x 50 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Blanc 6 x 52 Cigars,,SKU: TOGB040,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Blanc 6 x 52 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Blanc 7 x 50 Cigars,,SKU: TOGB050,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Blanc 7 x 50 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Reserva 5 3/4 x 43 Cigars,,SKU: TOGR020,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Reserva 5 x 50 Cigars,,SKU: TOGR010,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Reserva 5 x 50 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Reserva 6 x 50 Cigars,,SKU: TOGR030,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Reserva 6 x 52 Cigars,,SKU: TOGR040,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Reserva 6 x 52 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gilberto Oliva Reserva 7 x 50 Cigars,,SKU: TOGR050,20 pk Wood Box,,Oliva Cigar Co.
Gilberto Oliva Reserva 7 x 50 Cigars,1 ct Cello,,,,Oliva Cigar Co.
Gispert Churchill 7 x 54 Cigars,1 ct Cello,196043044153,25 pk Wood Box,196043044207,Altadis U.S.A. LLC
Gispert Churchill 7 x 54 Cigars,1 ct Cello,71610946743,25 pk Wood Box,71610946767,Altadis U.S.A. LLC
Gispert Robusto 5 x 54 Cigars,1 ct Cello,196043044146,25 pk Wood Box,196043044191,Altadis U.S.A. LLC
Gispert Robusto 5 x 54 Cigars,1 ct Cello,71610946750,25 pk Wood Box,71610946774,Altadis U.S.A. LLC
Gispert Toro 6 x 50 Cigars,1 ct Cello,196043044160,25 pk Wood Box,196043044214,Altadis U.S.A. LLC
Gispert Toro 6 x 50 Cigars,1 ct Cello,71610946651,25 pk Wood Box,71610946682,Altadis U.S.A. LLC
Global Fiesta Sweet Cigarillos,5 ct Pouch,817458029015,,,Global Tobacco LLC
Golden Bull Robusto 5 x 48 Cigars,1 ct,SKU: GB-Robusto-box,20 pk Wood Box,SKU: GB-Robusto-cigar,Regius Cigars Limited
Golden Bull Toro 6 x 52 Cigars,1 ct,SKU: GB-Toro-Box,20 pk Wood Box,SKU: GB-Toro-cigar,Regius Cigars Limited
Golden Bull Toro 6 x 52 Cigars,1 ct Cello,,25 pk Wood Box,,Regius Cigars Limited
Golden Bull Toro 6 x 52 Cigars,1 ct Cello,,20 pk Wood Box,,Regius Cigars Limited
Golden Bull Toro 6 x 52 Cigars,1 ct Cello,,20 pk Wood Box,,Regius Cigars Limited
Gold River (1 oz) Loose Chewing Tobacco,1 ct Can,3331830,10 pk Display Box,33300300181,"Swisher International, Inc."
Good Days Maduro Churchill 6 1/2 x 49 Cigars,1 ct Cello,SKU: Churchill Maduro,50 pk Display Box,812319014568,"Rolida Investments, Inc."
Good Days Maduro Perfecto 5 1/2 x 42 Cigars,1 ct Cello,SKU: Perfecto Maduro,50 pk Display Box,842426162043,"Rolida Investments, Inc."
Good Days Maduro Robusto 5 x 47 Cigars,1 ct Cello,SKU: Robusto Maduro,50 pk Display Box,842426162029,"Rolida Investments, Inc."
Good Days Maduro Toro 6 x 49 Cigars,1 ct Cello,SKU: Toro Maduro,50 pk Display Box,812319014575,"Rolida Investments, Inc."
Good Days Natural Churchill 6 1/2 x 49 Cigars,1 ct Cello,SKU: Churchill Natural,50 pk Display Box,812319016012,"Rolida Investments, Inc."
Good Days Natural Lonsdale 6 1/2 x 43 Cigars,1 ct Cello,SKU: Lonsdale Natural,50 pk Display Box,812319016616,"Rolida Investments, Inc."
Good Days Natural Perfecto 5 1/2 x 42 Cigars,1 ct Cello,SKU: Perfecto Natural,50 pk Display Box,812319016005,"Rolida Investments, Inc."
Good Days Natural Petit Corona 5 x 42 Cigars,1 ct Cello,SKU: Petit Corona Natural,50 pk Display Box,812319016036,"Rolida Investments, Inc."
Good Days Natural Robusto 5 x 47 Cigars,1 ct Cello,SKU: Robusto Natural,50 pk Display Box,812319016029,"Rolida Investments, Inc."
Good Days Natural Toro 6 x 49 Cigars,1 ct Cello,SKU: TORO NATURAL,50 pk Display Box,812319014537,"Rolida Investments, Inc."
Good Times Black Diamond Cigarillos,3 ct Foil,842426174145,15 pk Display Box,842426174152,"Rolida Investments, Inc."
Good Times Black Diamond Cigarillos,4 ct Foil,842426171533,15 pk Display Box,842426171540,"Rolida Investments, Inc."
Good Times Black Diamond Cigarillos,4 ct Foil,842426188449,15 pk Display Box,842426188432,"Rolida Investments, Inc."
Good Times Black Diamond Cigarillos,4 ct Foil,842426185264,15 pk Display Box,842426185257,"Rolida Investments, Inc."
Good Times Black Diamond Cigarillos,5 ct Foil,842426171717,15 pk Display Box,842426171724,"Rolida Investments, Inc."
Good Times Black Smooth Classic Cigars,1 ct Foil,842426180016,15 pk Display Box,842426180009,"Rolida Investments, Inc."
Good Times Black Smooth Classic Cigars,1 ct Foil,842426180283,15 pk Display Box,842426180276,"Rolida Investments, Inc."
Good Times Black Smooth Classic Cigars,1 ct Foil,842426186131,15 pk Display Box,842426186124,"Rolida Investments, Inc."
Good Times Black Smooth Classic Cigars,1 ct Foil,842426185868,15 pk Display Box,842426185851,"Rolida Investments, Inc."
Good Times Black Smooth Classic Cigars,2 ct Foil,842426160070,15 pk Display Box,842426160087,"Rolida Investments, Inc."
Good Times Black Smooth Sweet Cigars,1 ct Foil,842426180160,15 pk Display Box,842426180153,"Rolida Investments, Inc."
Good Times Black Smooth Sweet Cigars,1 ct Foil,842426180313,15 pk Display Box,842426180306,"Rolida Investments, Inc."
Good Times Black Smooth Sweet Cigars,1 ct Foil,842426186162,15 pk Display Box,842426186155,"Rolida Investments, Inc."
Good Times Black Smooth Sweet Cigars,1 ct Foil,842426186018,15 pk Display Box,842426186001,"Rolida Investments, Inc."
Good Times Black Smooth Sweet Cigars,2 ct Foil,842426160100,15 pk Display Box,842426160117,"Rolida Investments, Inc."
Good Times Black Sweet Cigarillos,3 ct Foil,842426174237,15 pk Display Box,842426174244,"Rolida Investments, Inc."
Good Times Black Sweet Cigarillos,4 ct Foil,842426165594,15 pk Display Box,842426165600,"Rolida Investments, Inc."
Good Times Black Sweet Cigarillos,4 ct Foil,842426188418,15 pk Display Box,842426188401,"Rolida Investments, Inc."
Good Times Black Sweet Cigarillos,4 ct Foil,842426185295,15 pk Display Box,842426185288,"Rolida Investments, Inc."
Good Times Black Sweet Cigarillos,5 ct Foil,842426164030,15 pk Display Box,842426164047,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,3 ct Foil,842426174268,15 pk Display Box,842426174275,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,4 ct Foil,842426165655,15 pk Display Box,842426165662,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,5 ct Foil,842426159388,15 pk Display Box,842426159395,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,4 ct Foil,842426188388,15 pk Display Box,842426188371,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,4 ct Foil,842426185141,15 pk Display Box,842426185134,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,4 ct Foil,842426185479,15 pk Display Box,842426185462,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,5 ct Foil,842426187152,15 pk Display Box,842426187145,"Rolida Investments, Inc."
Good Times Diamond Cigarillos,5 ct Foil,842426187244,15 pk Display Box,842426187237,"Rolida Investments, Inc."
Good Times Flat Wrap Black Cigar Wrappers,2 ct Foil,818892014247,25 pk Display Box,818892014254,"Rolida Investments, Inc."
Good Times Flat Wrap Black Cigar Wrappers,2 ct Foil,842426169226,25 pk Display Box,842426169233,"Rolida Investments, Inc."
Good Times Flat Wrap Black Cigar Wrappers,2 ct Foil,842426169257,25 pk Display Box,842426169264,"Rolida Investments, Inc."
Good Times Flat Wrap Green Cigar Wrappers,2 ct Foil,818892014278,25 pk Display Box,818892014285,"Rolida Investments, Inc."
Good Times Flat Wrap Green Cigar Wrappers,4 ct Foil,842426164429,30 pk Display Box,842426164436,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,3 ct Foil,812319018931,15 pk Display Box,812319018948,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,4 ct Foil,842426165716,15 pk Display Box,842426165723,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,4 ct Foil,842426172073,15 pk Display Box,842426172080,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,4 ct Foil,842426188357,15 pk Display Box,842426188340,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,4 ct Foil,842426188470,15 pk Display Box,842426188463,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,4 ct Foil,842426185172,15 pk Display Box,842426185165,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,5 ct Foil,842426160254,15 pk Display Box,842426160261,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,5 ct Foil,842426172134,15 pk Display Box,842426172141,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,5 ct Foil,842426187183,15 pk Display Box,842426187176,"Rolida Investments, Inc."
Good Times Flat Wrap Green Sweet Cigars,5 ct Foil,842426187275,15 pk Display Box,842426187268,"Rolida Investments, Inc."
Good Times Flat Wrap Natural Cigar Wrappers,2 ct Foil,812319010287,25 pk Display Box,812319010294,"Rolida Investments, Inc."
Good Times Flat Wrap Natural Cigar Wrappers,4 ct Foil,842426162746,30 pk Display Box,842426162753,"Rolida Investments, Inc."
Good Times Flat Wrap Natural Cigar Wrappers,4 ct Foil,842426180559,30 pk Display Box,842426180542,"Rolida Investments, Inc."
Good Times Mini Diamond Cigars,3 ct Foil,842426174503,15 pk Display Box,842426174510,"Rolida Investments, Inc."
Good Times Mini Green Sweet Cigars,3 ct Foil,842426174534,15 pk Display Box,842426174541,"Rolida Investments, Inc."
Good Times Mini Sweet Cigars,3 ct Foil,842426174596,15 pk Display Box,842426174602,"Rolida Investments, Inc."
Good Times Spliff Wraps Platinum Cigar Wrappers,2 ct Foil,842426176033,30 pk Display Box,842426176040,"Rolida Investments, Inc."
Good Times Spliff Wraps Sweet Aroma Cigar Wrappers,2 ct Foil,842426176002,30 pk Display Box,842426176019,"Rolida Investments, Inc."
Good Times Sweet Cigarillos,3 ct Foil,818892010959,15 pk Display Box,818892010966,"Rolida Investments, Inc."
Good Times Sweet Cigarillos,4 ct Foil,842426165860,15 pk Display Box,842426165877,"Rolida Investments, Inc."
Good Times Sweet Cigarillos,5 ct Foil,842426159234,15 pk Display Box,842426159241,"Rolida Investments, Inc."
Good Times Sweet Cigarillos,4 ct Foil,842426188050,15 pk Display Box,842426188043,"Rolida Investments, Inc."
Good Times Sweet Cigarillos,4 ct Foil,842426185110,15 pk Display Box,842426185103,"Rolida Investments, Inc."
Good Times Sweet Cigarillos,5 ct Foil,842426187008,15 pk Display Box,842426186995,"Rolida Investments, Inc."
Good Times Sweet Cigarillos,5 ct Foil,842426187213,15 pk Display Box,842426187206,"Rolida Investments, Inc."
Good Times Sweet Woods Leaf Wrappers,2 ct Foil,842426151283,15 pk Display Box,842426151290,"Rolida Investments, Inc."
Good Times Sweet Woods Leaf Wrappers,2 ct Foil,842426183017,15 pk Display Box,842426183000,"Rolida Investments, Inc."
Good Times Sweet Woods Leaf Wrappers,2 ct Foil,842426183826,15 pk Display Box,842426183819,"Rolida Investments, Inc."
Good Times Sweet Woods Leaf Wrappers,2 ct Foil,842426179836,15 pk Display Box,842426179829,"Rolida Investments, Inc."
Good Times Sweet Woods Leaf Wrappers,5 ct Foil,818892017057,6 pk Display Box,818892017064,"Rolida Investments, Inc."
Good Times Sweet Woods Leaf Wrappers,5 ct Foil,842426178181,6 pk Display Box,842426178174,"Rolida Investments, Inc."
Good Times Sweet Woods Long Cut Leaf Wrappers,2 ct Foil,842426164245,25 pk Display Box,842426164252,"Rolida Investments, Inc."
Good Times Sweet Woods Long Cut Leaf Wrappers,2 ct Foil,842426164214,25 pk Display Box,842426164221,"Rolida Investments, Inc."
Good Times Sweet Woods Long Cut Leaf Wrappers,2 ct Foil,842426164184,25 pk Display Box,842426164191,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426156325,30 pk Display Box,842426156332,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426149365,30 pk Display Box,842426155267,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426184090,30 pk Display Box,842426184083,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426185448,30 pk Display Box,842426185431,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426159593,15 pk Display Box,842426159609,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426159685,15 pk Display Box,842426159692,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426159654,15 pk Display Box,842426159661,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426151313,15 pk Display Box,842426151320,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426159623,15 pk Display Box,842426159630,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426183796,15 pk Display Box,842426183789,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426182867,15 pk Display Box,842426182850,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426182805,15 pk Display Box,842426182799,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426182928,15 pk Display Box,842426182911,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426179744,15 pk Display Box,842426179737,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426179713,15 pk Display Box,842426179706,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426179805,15 pk Display Box,842426179799,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,2 ct Foil,842426179775,15 pk Display Box,842426179768,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,5 ct Foil,842426172349,6 pk Display Box,842426172356,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,5 ct Foil,842426148764,6 pk Display Box,842426148771,"Rolida Investments, Inc."
Good Times Sweet Woods Natural Leaf Wrappers,5 ct Foil,842426178150,6 pk Display Box,842426178143,"Rolida Investments, Inc."
Good Times Sweet Woods Sweet Aroma Leaf Wrappers,2 ct Foil,842426148948,30 pk Display Box,842426155243,"Rolida Investments, Inc."
Good Times Sweet Woods Sweet Aroma Leaf Wrappers,2 ct Foil,842426184120,30 pk Display Box,842426184113,"Rolida Investments, Inc."
Good Times Sweet Woods Sweet Aroma Leaf Wrappers,2 ct Foil,842426185417,30 pk Display Box,842426185400,"Rolida Investments, Inc."
Good Times Sweet Woods Whole Leaf Wrappers,1 ct Foil,842426163880,10 pk Display Box,842426163897,"Rolida Investments, Inc."
GPC Classic Gold 100s Filtered Cigarettes,20 ct Box,75926050361,10 pk Carton,75926050378,R.J. Reynolds Tobacco Company
GPC Classic Gold King Filtered Cigarettes,20 ct Box,75926050323,10 pk Carton,75926050330,R.J. Reynolds Tobacco Company
GPC Classic Red 100s Filtered Cigarettes,20 ct Box,75926050347,10 pk Carton,75926050354,R.J. Reynolds Tobacco Company
GPC Classic Red King Filtered Cigarettes,20 ct Box,75926050309,10 pk Carton,75926050316,R.J. Reynolds Tobacco Company
GPC Classic Silver 100s Filtered Cigarettes,20 ct Box,2736622,10 pk Carton,27200025688,R.J. Reynolds Tobacco Company
GPC Classic Silver King Filtered Cigarettes,20 ct Box,2736525,10 pk Carton,27200025664,R.J. Reynolds Tobacco Company
Grabba Leaf Cigar Leaf Wrappers,2 ct Foil,855906007000,,,Grabba Leaf LLC
Grabba Leaf Gold Cigar Leaf Wrappers,2 ct Foil,855906007000,,,Grabba Leaf LLC
Grabba Leaf Gold Whole Leaf Wrappers,2 ct Foil,855906007574,,,Grabba Leaf LLC
Grabba Leaf Whole Leaf Wrappers,2 ct Foil,855906007024,,,Grabba Leaf LLC
Grabba Leaf Yellow Cigar Leaf Wrappers,2 ct Foil,855906007468,,,Grabba Leaf LLC
Grabba Leaf Yellow Whole Leaf Wrappers,2 ct Foil,855906007482,,,Grabba Leaf LLC
Grand Prix Blue 100s Filtered Cigarettes,20 ct Box,1163801,10 pk Carton,11000106388,Liggett Group LLC
Grand Prix Blue King Filtered Cigarettes,20 ct Box,1163607,10 pk Carton,11000106364,Liggett Group LLC
Grand Prix King Non-Filtered Cigarettes,20 ct Box,1162802,10 pk Carton,11000106289,Liggett Group LLC
Grand Prix Orange 100s Filtered Cigarettes,20 ct Box,1164208,10 pk Carton,11000106425,Liggett Group LLC
Grand Prix Red 100s Filtered Cigarettes,20 ct Box,1163209,10 pk Carton,11000106326,Liggett Group LLC
Grand Prix Red King Filtered Cigarettes,20 ct Box,1163005,10 pk Carton,11000106302,Liggett Group LLC
Granger Select (16 oz) Loose Chewing Tobacco,1 ct Pouch,597654,6 pk Carton,597753,Swedish Match North America LLC
Granger Select (3 oz) Loose Chewing Tobacco,1 ct Pouch,597166,12 pk Carton,597289,Swedish Match North America LLC
Gran Habano 20th Anniversary 6 x 60 Cigars,,,20 pk Wood Box,810138034125,GRAN HABANO CIGARS
Gran Habano 20th Anniversary Corojo 5 x 52 Cigars,,,20 pk Wood Box,810138034064,GRAN HABANO CIGARS
Gran Habano 20th Anniversary Corojo 6 x 54 Cigars,,,20 pk Wood Box,810138034101,GRAN HABANO CIGARS
Gran Habano Black Dahlia Corojo 5 5/8 x 46 Cigars,,,20 pk Wood Box,810141022546,GRAN HABANO CIGARS
Gran Habano Black Dahlia Corojo 5 x 52 Cigars,,,20 pk Wood Box,810141022560,GRAN HABANO CIGARS
Gran Habano Black Dahlia Corojo 6 x 54 Cigars,,,20 pk Wood Box,810141022584,GRAN HABANO CIGARS
Gran Habano Blue in Green Connecticut 5 x 52 Cigars,,,20 pk Wood Box,810138033920,GRAN HABANO CIGARS
Gran Habano Blue in Green Connecticut 6 x 44 Cigars,,,20 pk Wood Box,810138033951,GRAN HABANO CIGARS
Gran Habano Blue in Green Connecticut 6 x 54 Cigars,,,20 pk Wood Box,810138033906,GRAN HABANO CIGARS
Gran Habano Blue in Green Connecticut 7 x 48 Cigars,,,20 pk Wood Box,810138033883,GRAN HABANO CIGARS
Gran Habano Connecticut #1 Mini 3 3/4 x 22 Cigarillos,20 ct Box,810141029743,,,GRAN HABANO CIGARS
Gran Habano Connecticut 4 1/2 x 40 Cigars,,,40 pk Wood Box,810141020054,GRAN HABANO CIGARS
Gran Habano Connecticut 4 1/2 x 50 Cigars,,,20 pk Wood Box,810141020030,GRAN HABANO CIGARS
Gran Habano Connecticut 5 x 52 Cigars,,,20 pk Wood Box,810141022263,GRAN HABANO CIGARS
Gran Habano Connecticut 5 x 52 Cigars,,,25 pk Bundle,810138031537,GRAN HABANO CIGARS
Gran Habano Connecticut 6 x 54 Cigars,,,20 pk Wood Box,810141020023,GRAN HABANO CIGARS
Gran Habano Connecticut 6 x 54 Cigars,5 ct Pack,810141029187,,,GRAN HABANO CIGARS
Gran Habano Connecticut 6 x 54 Cigars,,,25 pk Bundle,810141022614,GRAN HABANO CIGARS
Gran Habano Connecticut 6 x 60 Cigars,,,20 pk Wood Box,810141020122,GRAN HABANO CIGARS
Gran Habano Connecticut 6 x 60 Cigars,,,25 pk Bundle,810141020245,GRAN HABANO CIGARS
Gran Habano Connecticut 7 x 48 Cigars,,,20 pk Wood Box,810141020009,GRAN HABANO CIGARS
Gran Habano Connecticut 7 x 54 Cigars,,,100 pk Tray,810138034958,GRAN HABANO CIGARS
Gran Habano Connecticut Imperial 6 x 60 Cigars,,,100 pk Tray,810141029217,GRAN HABANO CIGARS
Gran Habano Connecticut Tube 6 x 54 Cigars,,,10 pk Wood Box,810138033760,GRAN HABANO CIGARS
Gran Habano Core (Sampler) 6 x 54 Cigars,5 ct Mixed Pack,810138033999,,,GRAN HABANO CIGARS
Gran Habano Corojo 4 1/2 x 40 Cigars,,,40 pk Wood Box,810141020207,GRAN HABANO CIGARS
Gran Habano Corojo 4 1/2 x 50 Cigars,,,20 pk Wood Box,810141020184,GRAN HABANO CIGARS
Gran Habano Corojo #5 Mini 3 3/4 x 22 Cigarillos,20 ct Box,810141029767,,,GRAN HABANO CIGARS
